,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price
534,7,3,0.09,Dorado,Puerto Rico,949,1192,2019-06-28,110000
6664,5,4,0.99,Saint Thomas,Virgin Islands,802,5000,2013-10-11,950000
6666,4,6,0.83,Saint Thomas,Virgin Islands,802,4600,2018-04-05,6899000
13947,3,3,0.45,Agawam,Massachusetts,1001,2314,2014-06-25,525000
13948,3,2,0.36,Agawam,Massachusetts,1001,1276,2012-10-12,289900
13951,3,2,0.46,Agawam,Massachusetts,1001,1476,1986-11-20,384900
13953,3,2,1.76,Agawam,Massachusetts,1001,1968,2008-09-19,199999
13954,4,2,2.0,Pelham,Massachusetts,1002,1607,2005-07-25,419000
13955,4,3,0.56,Amherst,Massachusetts,1002,2847,1992-06-24,745000
13956,4,4,1.5,Pelham,Massachusetts,1002,4366,1996-07-12,875000
13957,4,4,0.77,Amherst,Massachusetts,1002,3879,1993-08-11,699900
13958,3,2,0.16,Amherst,Massachusetts,1002,1280,2021-08-19,275000
13961,4,2,0.49,Amherst,Massachusetts,1002,1814,1997-06-30,415000
13962,3,2,0.5,Amherst,Massachusetts,1002,1128,1998-09-17,390000
13963,4,3,0.65,Amherst,Massachusetts,1002,3465,2006-10-03,865000
13964,4,3,0.46,Amherst,Massachusetts,1002,2143,1988-06-10,499900
13965,5,4,0.64,Amherst,Massachusetts,1002,2363,2004-07-28,650000
13967,3,4,3.04,Amherst,Massachusetts,1002,2074,2006-06-21,975000
13968,3,2,0.2,Amherst,Massachusetts,1002,1349,2005-09-02,439900
13972,2,2,0.51,Granby,Massachusetts,1033,2000,2001-12-13,397000
13978,2,2,0.92,Whately,Massachusetts,1093,1723,1997-09-25,389900
13979,4,3,3.8,Sunderland,Massachusetts,1375,2768,2009-07-17,459900
13980,4,3,0.29,Chicopee,Massachusetts,1020,1514,1996-07-30,249900
13981,4,2,0.56,Granby,Massachusetts,1033,1523,2007-09-19,324900
13982,3,2,1.02,Belchertown,Massachusetts,1007,1617,2001-10-05,364900
13983,2,1,0.28,Chicopee,Massachusetts,1013,1207,2011-11-29,240000
13984,2,1,0.4,South Hadley,Massachusetts,1075,1034,1996-02-28,224900
13987,3,2,0.11,Ludlow,Massachusetts,1056,2240,2000-10-03,299500
13989,3,3,1.82,Orange,Massachusetts,1364,2096,2000-06-30,469900
13991,4,2,0.3,South Hadley,Massachusetts,1075,2112,2001-05-24,295000
13993,6,2,0.23,Holyoke,Massachusetts,1040,2399,2017-09-05,339000
13995,2,2,0.05,Chicopee,Massachusetts,1013,1200,2002-06-12,275000
13996,4,3,0.41,Easthampton,Massachusetts,1027,2590,2003-10-01,579900
13997,3,2,0.3,Holyoke,Massachusetts,1040,1880,2002-02-15,365000
13998,1,1,0.31,Belchertown,Massachusetts,1007,640,2000-08-03,215000
14000,3,2,0.14,Northampton,Massachusetts,1062,1728,2003-05-30,499000
14001,3,2,0.12,Northampton,Massachusetts,1060,1531,2009-05-01,489900
14007,1,1,0.4,Barre,Massachusetts,1005,634,2003-10-28,65000
14011,3,1,0.12,Barre,Massachusetts,1005,1175,1996-12-13,273900
14013,4,5,3.97,Barre,Massachusetts,1005,5023,1988-06-24,849900
14014,3,3,4.08,Barre,Massachusetts,1005,2283,1996-05-31,449900
14016,2,1,0.6,Belchertown,Massachusetts,1007,802,2009-06-26,169999
14017,5,3,0.32,Belchertown,Massachusetts,1007,1850,2012-12-14,299900
14023,3,3,1.08,Belchertown,Massachusetts,1007,2360,2009-04-01,435000
14026,2,3,30.0,Belchertown,Massachusetts,1007,2130,2013-06-27,330000
14269,3,2,0.25,Holyoke,Massachusetts,1040,1637,2002-06-26,174900
14270,5,2,0.13,Holyoke,Massachusetts,1040,1924,2001-10-15,175000
14271,5,2,1.27,Orange,Massachusetts,1364,1495,2011-04-29,160000
14272,2,2,6.0,Leverett,Massachusetts,1054,1779,1997-05-29,389900
14274,3,1,0.69,Southampton,Massachusetts,1073,1200,2000-07-10,300000
14279,4,2,0.11,Holyoke,Massachusetts,1040,1989,1992-07-10,239900
14280,1,2,0.53,Greenfield,Massachusetts,1301,3792,2008-09-24,299900
14282,3,2,0.22,Easthampton,Massachusetts,1027,2037,2008-11-20,299900
14284,5,2,1.85,South Hadley,Massachusetts,1075,4510,2005-02-01,759000
14287,3,2,0.05,Holyoke,Massachusetts,1040,1644,2018-01-18,139000
14288,2,1,0.25,South Hadley,Massachusetts,1075,800,2004-07-06,110000
14289,3,2,0.25,Holyoke,Massachusetts,1040,4620,1997-12-12,215000
14294,4,2,1.3,Deerfield,Massachusetts,1373,2032,1993-12-13,386000
14295,3,1,3.87,West Springfield,Massachusetts,1089,1008,1989-07-14,375000
14298,4,5,7.81,Hadley,Massachusetts,1035,7000,1997-08-06,1295000
14301,4,4,1.59,Deerfield,Massachusetts,1373,3444,2002-05-17,799000
14302,5,2,0.15,Chicopee,Massachusetts,1020,2316,2020-09-28,289900
14303,4,2,0.17,Chicopee,Massachusetts,1013,2030,1996-12-30,195500
14304,3,5,14.48,Williamsburg,Massachusetts,1038,3112,2004-04-29,1390000
14312,3,3,19.23,Southampton,Massachusetts,1073,2268,2002-11-22,285000
14316,1,1,0.29,Greenfield,Massachusetts,1301,640,1988-03-01,184900
14317,2,1,0.15,Easthampton,Massachusetts,1027,1276,1996-11-27,195000
14318,3,3,0.1,South Hadley,Massachusetts,1075,1781,2009-08-21,219900
14321,3,1,0.13,Holyoke,Massachusetts,1040,1456,2019-10-21,279900
14324,2,1,0.22,Greenfield,Massachusetts,1301,816,1993-04-29,215000
14325,3,2,0.25,Northampton,Massachusetts,1062,1609,2004-06-29,425000
14326,4,3,0.46,South Hadley,Massachusetts,1075,2108,2021-09-21,400000
14327,4,5,1.02,Granby,Massachusetts,1033,2396,2015-01-09,500000
14330,5,2,0.38,Northampton,Massachusetts,1060,3364,1991-05-22,689000
14333,4,2,0.13,Chicopee,Massachusetts,1020,1596,2007-03-21,249987
14343,3,1,0.26,Chicopee,Massachusetts,1020,1048,2005-07-18,199900
14344,4,2,0.14,Holyoke,Massachusetts,1040,2040,2000-08-16,185000
14347,4,2,0.12,Holyoke,Massachusetts,1040,1599,1996-01-31,214900
14350,5,2,0.85,South Hadley,Massachusetts,1075,1605,2017-02-13,379900
14355,3,1,0.29,Greenfield,Massachusetts,1301,1482,2001-10-31,275000
14356,4,2,0.62,Ludlow,Massachusetts,1056,1988,2016-08-11,379900
14359,3,2,1.07,Greenfield,Massachusetts,1301,1100,2006-08-31,340000
14362,6,4,0.16,Chicopee,Massachusetts,1020,2844,2019-12-30,300000
14363,4,2,0.18,Northampton,Massachusetts,1060,2382,1990-08-02,824900
14364,4,1,0.91,Easthampton,Massachusetts,1027,1404,2021-09-23,349900
14366,4,2,0.11,Chicopee,Massachusetts,1013,1872,2004-08-20,259900
14368,3,2,0.16,Springfield,Massachusetts,1104,1284,2011-08-26,240000
14369,5,5,2.0,Williamsburg,Massachusetts,1096,4476,2009-06-30,1290000
14370,3,1,0.26,Holyoke,Massachusetts,1040,1096,2019-05-10,289900
14373,2,2,0.23,South Hadley,Massachusetts,1075,1210,2004-05-21,199900
14375,9,10,2.83,Greenfield,Massachusetts,1301,5512,2004-07-01,945000
14376,2,1,2.61,Montague,Massachusetts,1351,936,1987-07-23,270000
14377,4,2,0.59,Hadley,Massachusetts,1035,2394,2018-06-08,439500
14379,3,3,0.14,Holyoke,Massachusetts,1040,1978,2009-06-24,289000
14380,8,4,0.14,Greenfield,Massachusetts,1301,4192,2011-09-28,299900
14383,2,1,0.27,Greenfield,Massachusetts,1301,1200,2006-02-17,235000
14384,3,3,0.4,Easthampton,Massachusetts,1027,1916,2008-01-25,449000
14387,5,4,0.72,Hadley,Massachusetts,1035,4468,1998-01-06,995000
14389,3,2,0.54,Granby,Massachusetts,1033,1336,2019-08-02,325000
14392,2,1,0.5,Northampton,Massachusetts,1062,1072,1999-09-09,399999
14394,4,4,0.91,South Hadley,Massachusetts,1075,2420,2012-10-09,547500
14396,3,2,0.53,Granby,Massachusetts,1033,880,2018-03-19,299900
14397,2,1,0.48,Southampton,Massachusetts,1073,1115,2000-09-29,319000
14400,3,2,0.26,Orange,Massachusetts,1364,1300,2005-04-15,349990
14402,3,2,0.2,Chicopee,Massachusetts,1020,1584,2020-09-18,299900
14403,3,2,0.05,Orange,Massachusetts,1364,1092,2005-05-04,219900
14405,3,1,0.47,Athol,Massachusetts,1331,1268,2004-12-21,156750
14409,6,3,0.31,Holyoke,Massachusetts,1040,2408,2007-12-14,365000
14410,3,1,0.15,Chicopee,Massachusetts,1020,1170,2008-01-03,219000
14411,3,2,0.27,Chicopee,Massachusetts,1013,1265,2000-10-18,259900
14412,4,2,0.17,Holyoke,Massachusetts,1040,2094,2003-08-13,299987
14414,7,4,0.33,Orange,Massachusetts,1364,2538,1987-12-07,377000
14419,3,1,0.34,Easthampton,Massachusetts,1027,1248,2012-01-06,350000
14420,4,2,0.16,Chicopee,Massachusetts,1020,1280,2020-09-11,375000
14433,3,2,0.33,Montague,Massachusetts,1351,1770,2009-06-25,266000
14435,3,1,0.41,Montague,Massachusetts,1351,960,2002-10-17,240000
14436,2,2,0.57,Orange,Massachusetts,1364,924,2008-09-23,149900
14440,4,3,0.18,Holyoke,Massachusetts,1040,4704,1989-04-26,249900
14442,3,1,0.15,Greenfield,Massachusetts,1301,1416,1998-12-15,235000
14443,6,7,4.52,South Hadley,Massachusetts,1075,6250,2005-11-02,1500000
14445,5,2,2.11,Athol,Massachusetts,1331,3024,1984-04-27,275000
14446,3,1,0.4,Williamsburg,Massachusetts,1096,1529,2015-04-30,265000
14448,4,2,0.13,Holyoke,Massachusetts,1040,1529,2021-03-22,229000
14452,3,1,0.65,West Springfield,Massachusetts,1089,1424,2004-06-28,299000
14454,3,1,0.8,Easthampton,Massachusetts,1027,1040,2006-07-21,309000
14456,4,1,1.06,Holyoke,Massachusetts,1040,1243,1988-08-30,279900
14458,6,2,0.13,Chicopee,Massachusetts,1020,2288,2019-06-03,294900
16018,4,3,1.6,Blandford,Massachusetts,1008,1960,2015-05-01,399900
16019,4,3,0.69,Blandford,Massachusetts,1008,3476,2007-07-02,675000
16020,4,3,100.5,Blandford,Massachusetts,1008,3063,2007-08-29,1237542
16022,4,3,2.34,Coventry,Connecticut,6238,3320,2021-06-01,579900
16026,2,1,0.91,East Windsor,Connecticut,6016,960,2012-06-06,215000
16028,2,1,0.36,Vernon,Connecticut,6066,860,2016-09-02,144900
16030,4,2,0.38,East Windsor,Connecticut,6016,1617,1999-09-30,289900
16032,3,2,0.4,Ware,Massachusetts,1082,1911,1998-07-27,239900
16035,3,3,0.92,Ellington,Connecticut,6029,1960,2010-06-28,349900
16037,3,1,1.43,East Windsor,Connecticut,6016,1351,2009-06-05,239900
16038,3,2,0.87,Vernon,Connecticut,6066,1850,2015-11-09,299900
16039,4,1,0.64,Longmeadow,Massachusetts,1028,1296,2017-06-23,329000
16040,12,3,0.15,Springfield,Massachusetts,1105,3902,2014-12-24,369900
16043,4,3,1.64,Stafford,Connecticut,6076,2056,2006-07-11,399900
16044,3,2,0.15,Springfield,Massachusetts,1118,1613,2014-01-30,299900
16046,5,3,0.14,Springfield,Massachusetts,1108,2328,1987-11-20,289900
16048,3,2,0.51,Manchester,Connecticut,6040,1828,2000-07-31,349900
16049,3,1,0.23,Enfield,Connecticut,6082,1220,2003-11-14,249900
16050,3,1,0.69,Stafford,Connecticut,6076,1192,2003-11-17,300000
16053,4,4,0.21,Springfield,Massachusetts,1129,2016,2007-07-24,350000
16054,3,1,0.39,Palmer,Massachusetts,1069,1166,2013-01-16,260000
16055,3,2,0.26,Ellington,Connecticut,6029,1174,2008-07-09,248900
16059,9,3,0.11,Springfield,Massachusetts,1151,3656,2008-06-18,375000
16060,4,2,1.0,Brimfield,Massachusetts,1010,1765,2003-11-26,129900
16061,2,1,0.35,Brimfield,Massachusetts,1010,814,2004-01-16,164900
16063,4,4,1.52,Brimfield,Massachusetts,1010,3408,2005-03-30,559000
16064,3,4,5.93,Brimfield,Massachusetts,1010,5500,1993-04-01,899900
16066,3,1,0.25,Chester,Massachusetts,1011,1367,2009-11-13,115900
16069,1,1,0.47,Cummington,Massachusetts,1026,608,2019-10-25,160000
16071,3,3,21.0,Granville,Massachusetts,1034,3362,1996-06-27,649000
16074,3,2,0.24,Becket,Massachusetts,1223,1422,1994-07-20,149900
16075,3,3,0.14,Springfield,Massachusetts,1104,1588,2005-06-09,289900
16079,3,2,1.13,Westfield,Massachusetts,1085,2448,2004-10-29,439900
16080,3,2,0.49,Agawam,Massachusetts,1030,1708,1992-08-06,379900
16084,2,1,3.0,Savoy,Massachusetts,1256,980,2006-09-20,149900
16085,2,1,0.12,Springfield,Massachusetts,1104,864,1994-06-30,195000
16086,3,2,4.28,Southwick,Massachusetts,1077,1410,1990-03-28,349900
16088,3,2,0.37,West Springfield,Massachusetts,1089,1269,2017-11-17,299900
16095,3,2,0.34,Westfield,Massachusetts,1085,1424,2021-11-10,299413
16102,6,3,0.14,West Springfield,Massachusetts,1089,2673,2006-11-28,389999
16104,3,2,0.34,Westfield,Massachusetts,1085,1536,2018-03-30,349900
16158,4,2,1.03,East Longmeadow,Massachusetts,1028,1638,2009-08-28,349900
16160,1,1,0.09,East Longmeadow,Massachusetts,1028,793,2001-08-10,129000
16162,4,5,0.26,East Longmeadow,Massachusetts,1028,4122,2003-01-24,674444
16163,3,2,0.23,East Longmeadow,Massachusetts,1028,1259,2019-05-10,249900
16165,2,1,0.38,East Longmeadow,Massachusetts,1028,988,2005-04-28,279000
16166,3,1,0.8,East Longmeadow,Massachusetts,1028,1196,2019-10-24,259000
16167,4,3,0.28,East Longmeadow,Massachusetts,1028,2500,2019-06-21,399000
16169,4,4,0.97,East Longmeadow,Massachusetts,1028,3000,2006-09-28,739900
16172,2,2,0.46,East Longmeadow,Massachusetts,1028,1174,2001-12-17,299000
16173,4,1,0.22,East Longmeadow,Massachusetts,1028,1425,2013-03-26,304900
16174,2,1,0.57,East Longmeadow,Massachusetts,1028,1020,2001-08-20,409900
16181,4,3,0.61,Agawam,Massachusetts,1030,2857,2006-07-31,589900
16184,3,1,0.28,Agawam,Massachusetts,1030,1260,2006-09-15,300000
16185,5,4,0.53,Agawam,Massachusetts,1030,2094,1996-07-31,439900
16188,3,1,1.41,Hardwick,Massachusetts,1031,1092,1989-12-08,269900
16207,9,6,0.19,Adams,Massachusetts,1220,5364,1998-06-25,399900
16216,2,2,0.28,Adams,Massachusetts,1220,1206,2011-10-28,159900
16225,13,7,0.2,Adams,Massachusetts,1220,4233,2008-09-15,324900
16251,3,3,1.4,Buckland,Massachusetts,1339,2234,2005-07-29,349900
16253,3,1,0.09,Springfield,Massachusetts,1104,1303,1998-08-27,150000
16254,9,3,0.13,Springfield,Massachusetts,1104,3511,2005-06-02,199900
16255,4,8,12.1,Worthington,Massachusetts,1098,14240,2001-10-05,2995000
16257,1,1,5.46,Cummington,Massachusetts,1026,600,2021-05-05,144000
16260,3,1,0.17,Pittsfield,Massachusetts,1201,1180,2005-12-06,139900
16261,3,2,0.16,Pittsfield,Massachusetts,1201,1352,2001-11-21,209000
16267,3,1,0.31,Pittsfield,Massachusetts,1201,1152,2000-06-28,231500
16268,3,2,0.5,Cheshire,Massachusetts,1225,1756,1993-09-14,324900
16270,4,2,17.84,Huntington,Massachusetts,1050,2196,2014-09-08,380000
16271,5,3,0.15,Pittsfield,Massachusetts,1201,2549,1997-12-01,225000
16274,4,2,0.21,Pittsfield,Massachusetts,1201,1200,2005-07-28,209900
16278,3,3,0.52,Cheshire,Massachusetts,1225,2191,2007-12-03,355000
16286,4,3,0.46,Pittsfield,Massachusetts,1201,2908,2010-12-01,629900
16298,3,2,2.99,Otis,Massachusetts,1253,2372,1993-10-06,400000
16305,2,1,0.29,Winchester,Connecticut,6098,1450,2015-03-13,40000
16306,3,2,0.21,Winchester,Connecticut,6098,1248,2004-03-17,59900
16307,4,3,3.35,Barkhamsted,Connecticut,6063,2626,2022-01-04,556000
16311,3,1,0.39,Enfield,Connecticut,6082,1494,2015-07-06,249900
16314,5,3,13.8,Winchester,Connecticut,6098,2482,2005-05-02,365000
16315,3,2,0.16,Great Barrington,Massachusetts,1230,1500,1991-03-01,429000
16317,3,2,0.35,North Canaan,Connecticut,6018,1620,2011-08-23,299000
16318,14,15,2.4,Great Barrington,Massachusetts,1230,10302,2009-06-12,1390000
16319,5,4,2.06,Suffield,Connecticut,6078,3323,2018-07-02,539000
16320,9,9,1.0,Sheffield,Massachusetts,1257,5358,2001-05-01,839000
16323,3,3,2.0,Monterey,Massachusetts,1230,2482,2002-01-07,699000
16324,4,2,0.32,Windsor Locks,Connecticut,6096,1735,2014-03-03,221000
16325,3,3,0.12,Winchester,Connecticut,6098,838,2010-01-27,735000
16330,3,2,0.19,Winchester,Connecticut,6098,2005,2007-07-19,175000
16332,4,1,0.28,Enfield,Connecticut,6082,1152,2003-04-17,165000
16336,3,1,0.21,Winchester,Connecticut,6098,1595,2007-10-17,140000
16337,5,3,0.19,Great Barrington,Massachusetts,1230,2173,2004-08-04,449797
16340,5,3,0.12,Enfield,Connecticut,6082,3117,2014-07-01,270000
16341,3,2,1.26,Barkhamsted,Connecticut,6063,1584,2002-07-24,389000
16342,5,3,0.3,Enfield,Connecticut,6082,1772,2005-08-15,294900
16343,3,3,1.0,Norfolk,Connecticut,6058,2925,1988-04-14,425000
16346,4,4,9.3,Granville,Massachusetts,1034,3164,1997-12-16,799000
16347,4,4,1.56,Suffield,Connecticut,6078,3275,2002-10-17,699900
16349,5,3,46.28,Colebrook,Connecticut,6021,3307,2000-12-05,1095000
16356,5,3,1.97,North Canaan,Connecticut,6018,3058,2001-10-01,399000
16357,2,1,0.16,Winchester,Connecticut,6098,500,2017-10-16,169900
16360,4,3,1.34,Granby,Connecticut,6060,2967,2002-12-02,485000
16364,3,1,0.14,Winchester,Connecticut,6098,1170,2021-04-29,279000
16365,3,2,0.23,Winchester,Connecticut,6098,1346,2008-07-28,225000
16369,3,2,4.1,Sheffield,Massachusetts,1222,1900,2003-06-23,575000
16372,6,6,0.76,Longmeadow,Massachusetts,1106,3902,1986-06-01,869000
16375,4,2,0.1,Springfield,Massachusetts,1104,2160,1988-03-02,239999
16377,3,3,5.2,Great Barrington,Massachusetts,1230,2900,2006-05-11,2100000
16379,4,3,1.2,Suffield,Connecticut,6078,3590,2014-05-30,749999
16380,6,4,0.19,Enfield,Connecticut,6082,1664,2002-12-31,174900
16381,3,3,6.92,Barkhamsted,Connecticut,6063,2462,2022-01-04,493000
16383,3,1,0.06,Enfield,Connecticut,6082,1209,2021-08-05,189900
16384,4,6,4.13,Winchester,Connecticut,6098,3448,2001-12-18,299900
16389,2,1,1.02,Enfield,Connecticut,6082,1212,2000-08-30,189900
16391,3,1,0.11,Winchester,Connecticut,6098,1156,2006-03-17,154500
16393,4,4,2.41,Granby,Connecticut,6060,3394,2000-06-07,550000
16394,4,3,6.67,Granby,Connecticut,6035,2166,2003-06-13,357500
16395,6,6,40.1,Norfolk,Connecticut,6058,7268,1994-01-25,1745000
16396,3,1,0.8,Windsor Locks,Connecticut,6096,1256,2010-06-02,245900
16401,1,1,2.23,Sandisfield,Massachusetts,1255,5104,2008-12-12,349000
16403,4,4,2.31,Canton,Connecticut,6019,2652,2019-05-09,649900
16406,4,3,0.69,Simsbury,Connecticut,6070,2126,2015-06-30,475000
16408,7,7,24.35,New Marlborough,Massachusetts,1259,6200,2004-11-12,3250000
16409,4,4,1.3,Sheffield,Massachusetts,1257,5005,2000-10-17,729000
16410,4,3,0.87,Longmeadow,Massachusetts,1106,2501,1979-12-01,649000
16413,6,2,0.1,Springfield,Massachusetts,1109,1728,2004-01-07,250000
16416,10,5,0.19,Pittsfield,Massachusetts,1201,4260,2002-02-11,229000
16418,3,1,0.31,Pittsfield,Massachusetts,1201,1892,2002-06-07,124900
16419,6,2,0.57,Hinsdale,Massachusetts,1235,2979,1993-06-01,109900
16424,3,1,0.21,Pittsfield,Massachusetts,1201,1746,1987-07-24,224900
16426,7,4,0.4,Adams,Massachusetts,1220,2992,2007-07-24,254900
16431,2,1,0.22,Pittsfield,Massachusetts,1201,1175,1999-06-30,169900
16437,5,3,0.1,Pittsfield,Massachusetts,1201,2027,2008-01-18,149900
16439,2,2,0.24,Pittsfield,Massachusetts,1201,1044,1991-06-21,264999
16443,4,3,62.0,Plainfield,Massachusetts,1070,2650,2014-02-10,649000
16445,4,1,0.3,Adams,Massachusetts,1220,1360,1990-12-26,395000
16446,8,2,0.22,Pittsfield,Massachusetts,1201,3278,1999-01-29,289000
16453,3,2,0.17,Dalton,Massachusetts,1226,1376,1987-07-16,289900
16454,20,18,0.71,Pittsfield,Massachusetts,1201,15096,2010-11-17,239000
16459,3,2,0.2,Pittsfield,Massachusetts,1201,1572,2011-01-07,239900
16461,8,8,0.23,Pittsfield,Massachusetts,1201,6120,1989-03-02,539900
16462,12,4,0.22,Pittsfield,Massachusetts,1201,4200,1993-02-04,184900
16464,3,1,0.24,Lanesborough,Massachusetts,1237,875,2006-10-20,185000
16466,4,1,46.0,Worthington,Massachusetts,1098,2180,1996-10-22,750000
16467,3,2,0.23,Pittsfield,Massachusetts,1201,1362,2005-12-21,299999
16469,3,2,0.75,Pittsfield,Massachusetts,1201,2190,2004-12-17,459900
16471,4,4,196.1,Lanesborough,Massachusetts,1237,3396,1999-06-16,999000
16473,5,4,58.0,Savoy,Massachusetts,1256,4685,1995-10-17,975000
16475,2,2,0.18,Pittsfield,Massachusetts,1201,1094,2007-09-05,224900
16479,2,1,0.34,Pittsfield,Massachusetts,1201,791,2006-09-01,80000
16483,2,1,0.36,Adams,Massachusetts,1220,1032,2005-06-29,99000
16485,3,2,0.11,Pittsfield,Massachusetts,1201,1122,2001-07-12,110000
16486,4,2,0.06,Pittsfield,Massachusetts,1201,1872,1981-01-01,119900
16490,3,2,0.3,Pittsfield,Massachusetts,1201,1260,1999-01-29,250000
16492,8,7,0.13,Adams,Massachusetts,1220,9516,1988-07-06,369900
16493,2,1,0.02,Adams,Massachusetts,1220,640,1988-11-04,99900
16496,4,2,0.36,Pittsfield,Massachusetts,1201,1610,2008-10-22,279900
16497,3,2,0.46,Pittsfield,Massachusetts,1201,1536,2005-09-12,299900
16506,3,1,0.18,Pittsfield,Massachusetts,1201,1080,2006-01-20,229900
16507,10,4,0.13,Pittsfield,Massachusetts,1201,3736,2013-10-01,475000
16517,8,4,0.24,Pittsfield,Massachusetts,1201,3344,1992-04-30,169000
16518,4,1,0.77,Pittsfield,Massachusetts,1201,1644,2010-02-03,269000
16519,3,1,0.25,Adams,Massachusetts,1220,1105,1992-10-29,199900
16521,1,1,0.25,Adams,Massachusetts,1220,766,2006-06-09,139900
16522,4,2,0.2,Adams,Massachusetts,1220,1846,2009-10-02,275000
16526,6,2,0.12,Pittsfield,Massachusetts,1201,2664,1980-04-01,209000
16533,2,1,0.12,Pittsfield,Massachusetts,1201,841,1997-10-31,189900
16540,3,2,0.23,Dalton,Massachusetts,1226,1452,2001-07-06,159900
16541,3,1,0.14,Dalton,Massachusetts,1226,1522,2005-10-11,214900
16543,3,2,0.16,Pittsfield,Massachusetts,1201,1809,2017-11-08,249900
16544,3,1,0.21,Adams,Massachusetts,1220,1632,2008-05-07,170000
16551,3,3,0.17,Pittsfield,Massachusetts,1201,1326,2007-03-29,265000
16553,2,1,0.39,Pittsfield,Massachusetts,1201,720,2006-12-29,219900
16569,3,2,6.53,Colebrook,Connecticut,6021,2532,2016-05-13,339900
16571,3,2,0.37,Windsor Locks,Connecticut,6096,1440,1998-02-25,179900
16574,7,3,0.24,Springfield,Massachusetts,1105,3727,2006-12-28,24900
16575,3,3,0.76,Enfield,Connecticut,6082,2142,2013-05-30,499900
16576,3,1,10.75,Sandisfield,Massachusetts,1255,1056,2008-03-11,299000
16577,13,12,2.62,Norfolk,Connecticut,6058,5988,2017-08-30,875000
16578,3,2,0.55,East Granby,Connecticut,6026,1470,1998-09-01,254900
16579,2,3,0.58,Suffield,Connecticut,6078,1902,1994-05-05,280000
16580,4,2,0.17,Enfield,Connecticut,6082,1655,2020-12-28,199900
16581,3,2,0.2,Great Barrington,Massachusetts,1230,1424,2003-05-08,475000
16582,6,2,0.13,Springfield,Massachusetts,1108,2580,2009-08-14,249900
16583,4,2,1.39,Suffield,Connecticut,6078,1482,2003-07-25,300000
16584,2,1,0.43,Winchester,Connecticut,6098,720,2019-08-30,189000
16588,4,4,0.73,Windsor,Connecticut,6095,3434,1999-08-02,558000
16589,3,1,0.62,Granby,Connecticut,6035,1040,2021-12-29,250000
16590,4,3,0.57,Simsbury,Connecticut,6070,2022,1995-05-31,400000
16591,3,3,2.17,Granby,Connecticut,6060,2457,2021-04-05,625000
16592,6,2,0.11,Springfield,Massachusetts,1104,2016,2006-11-21,259900
16593,3,3,0.62,Suffield,Connecticut,6078,1461,2008-04-08,310000
16594,4,1,0.1,Springfield,Massachusetts,1107,1410,1989-03-10,199919
16596,5,3,1.66,Westfield,Massachusetts,1085,4296,2010-06-02,670000
16599,3,3,1.0,Enfield,Connecticut,6082,2010,2022-01-06,495000
16601,4,2,0.11,Springfield,Massachusetts,1109,1525,1991-10-23,159900
16603,4,3,1.14,Granby,Connecticut,6060,2203,1993-03-29,375000
16606,3,2,0.12,Simsbury,Connecticut,6081,1416,2019-02-25,219900
16608,3,3,0.79,East Windsor,Connecticut,6016,1885,1999-01-25,369900
16609,3,2,0.78,Simsbury,Connecticut,6070,1260,2015-04-01,275000
16611,3,4,3.75,Barkhamsted,Connecticut,6063,3482,2017-12-12,539900
16613,3,3,0.91,Simsbury,Connecticut,6070,1875,2005-06-20,395000
16614,3,1,0.32,Enfield,Connecticut,6082,1576,1990-09-27,225000
16615,3,2,0.12,Enfield,Connecticut,6082,1504,2003-01-16,224900
16616,3,2,0.8,Granby,Connecticut,6035,1574,1999-11-22,324900
16617,4,3,0.57,Simsbury,Connecticut,6070,2304,1994-01-31,409000
16618,4,3,2.11,Barkhamsted,Connecticut,6063,2626,2022-01-04,569000
16619,3,2,0.17,Longmeadow,Massachusetts,1106,2038,1978-03-01,295000
16620,3,2,0.29,Enfield,Connecticut,6082,1587,2015-07-01,274900
16622,3,2,0.12,Enfield,Connecticut,6082,1479,2016-07-12,290000
16623,3,2,0.22,Enfield,Connecticut,6082,1428,2019-07-29,249900
16624,4,3,0.46,Windsor,Connecticut,6095,1784,2014-12-17,395000
16625,3,3,1.03,Windsor,Connecticut,6095,1955,2006-04-20,499900
16627,4,5,1.53,Simsbury,Connecticut,6070,4715,2000-08-21,799000
16629,3,1,0.28,Enfield,Connecticut,6082,968,2018-06-18,260000
16630,3,2,0.29,Enfield,Connecticut,6082,1008,2009-11-24,290000
16631,5,2,0.28,Winchester,Connecticut,6098,2500,2020-11-06,249500
16632,3,1,0.35,Windsor Locks,Connecticut,6096,996,2021-12-03,269900
16633,3,2,0.56,Enfield,Connecticut,6082,1480,2016-04-01,339999
16634,6,2,0.24,Enfield,Connecticut,6082,2296,2005-08-01,195000
16635,5,4,3.4,Suffield,Connecticut,6078,3927,2014-11-24,1350000
16636,3,2,0.14,Enfield,Connecticut,6082,1456,2020-08-27,295000
16639,3,1,0.25,Winchester,Connecticut,6098,1594,2004-05-13,178200
16641,4,2,0.14,Springfield,Massachusetts,1109,1648,1979-11-20,269900
16646,4,2,0.41,Simsbury,Connecticut,6081,1609,2017-05-17,339900
16647,6,3,0.17,Springfield,Massachusetts,1108,3056,2002-08-29,279000
16648,3,2,0.48,East Granby,Connecticut,6026,1470,2019-04-30,279900
16649,5,4,0.34,Winchester,Connecticut,6098,2526,2006-08-31,269900
16651,3,3,2.7,Barkhamsted,Connecticut,6063,1434,2015-02-25,249500
